snapshot_id,client_id,snapshot_date,aum_value,target_allocation_equity,target_allocation_bonds,target_allocation_cash,actual_allocation_equity,actual_allocation_bonds,actual_allocation_cash,drift_pct,goal_progress_pct,ytd_return,benchmark_return,risk_score
PS0578,C0033,2025-01-10,271265.57,0.3,0.5,0.2,0.399,0.401,0.2,9.9,51.5,0.1237,0.0342,2.8
PS0579,C0033,2025-02-09,268626.24,0.3,0.5,0.2,0.35,0.45,0.2,5.0,62.7,0.1605,-0.0316,2.8
PS0580,C0033,2025-03-11,275495.45,0.3,0.5,0.2,0.415,0.385,0.2,11.5,53.4,0.1862,-0.013,2.8
PS0581,C0033,2025-04-10,262216.67,0.3,0.5,0.2,0.374,0.426,0.2,7.4,53.3,0.0722,-0.0221,2.8
PS0582,C0033,2025-05-10,258540.23,0.3,0.5,0.2,0.463,0.337,0.2,16.3,56.7,-0.0066,0.0387,2.8
PS0583,C0033,2025-06-09,239279.59,0.3,0.5,0.2,0.234,0.566,0.2,6.6,55.5,0.0629,0.0053,2.8
PS0584,C0033,2025-07-09,236318.36,0.3,0.5,0.2,0.25,0.55,0.2,5.0,63.4,0.0197,0.0374,2.8
PS0585,C0033,2025-08-08,235727.43,0.3,0.5,0.2,0.269,0.531,0.2,3.1,58.7,-0.0519,-0.0083,2.8
PS0586,C0033,2025-09-07,231038.87,0.3,0.5,0.2,0.293,0.507,0.2,0.7,59.7,-0.0484,-0.0396,2.8
PS0587,C0033,2025-10-07,234492.66,0.3,0.5,0.2,0.341,0.459,0.2,4.1,60.5,0.0317,0.0072,2.8
PS0588,C0033,2025-11-06,236079.31,0.3,0.5,0.2,0.182,0.618,0.2,11.8,68.3,0.0786,-0.0074,2.8
PS0589,C0033,2025-12-06,236495.74,0.3,0.5,0.2,0.248,0.552,0.2,5.2,72.4,0.0252,0.0301,2.8
PS0590,C0033,2026-01-05,229510.63,0.3,0.5,0.2,0.283,0.517,0.2,1.7,69.7,-0.0678,0.016,2.8
PS0591,C0033,2026-02-04,232884.78,0.3,0.5,0.2,0.279,0.521,0.2,2.1,75.4,0.077,-0.006,2.8
PS0592,C0033,2026-03-06,223841.4,0.3,0.5,0.2,0.34,0.46,0.2,4.0,76.5,0.1108,-0.0374,2.8
PS0593,C0033,2026-04-05,217943.11,0.3,0.5,0.2,0.258,0.542,0.2,4.2,69.0,-0.0836,0.0286,2.8
PS0594,C0033,2026-05-05,217663.41,0.3,0.5,0.2,0.273,0.527,0.2,2.7,78.5,-0.0156,0.0151,2.8
PS0595,C0034,2024-12-11,749508.99,0.55,0.35,0.1,0.541,0.359,0.1,0.9,42.8,-0.0622,0.0085,2.1
PS0596,C0034,2025-01-10,782365.45,0.55,0.35,0.1,0.467,0.433,0.1,8.3,62.4,0.0172,0.0249,2.1
PS0597,C0034,2025-02-09,786286.82,0.55,0.35,0.1,0.51,0.39,0.1,4.0,57.3,0.0804,0.0021,2.1
PS0598,C0034,2025-03-11,880800.88,0.55,0.35,0.1,0.588,0.312,0.1,3.8,53.0,-0.0165,0.0237,2.1
PS0599,C0034,2025-04-10,880581.13,0.55,0.35,0.1,0.533,0.367,0.1,1.7,63.0,-0.0133,0.0107,2.1
PS0600,C0034,2025-05-10,818957.34,0.55,0.35,0.1,0.688,0.212,0.1,13.8,45.3,0.0665,0.0006,2.1
PS0601,C0034,2025-06-09,871072.18,0.55,0.35,0.1,0.543,0.357,0.1,0.7,63.5,0.0257,-0.0303,2.1
PS0602,C0034,2025-07-09,831734.39,0.55,0.35,0.1,0.478,0.422,0.1,7.2,62.8,0.2005,-0.0196,2.1
PS0603,C0034,2025-08-08,764530.47,0.55,0.35,0.1,0.42,0.48,0.1,13.0,62.2,0.1568,0.0103,2.1
PS0604,C0034,2025-09-07,758975.61,0.55,0.35,0.1,0.585,0.315,0.1,3.5,62.3,0.0115,0.0304,2.1
PS0605,C0034,2025-10-07,750532.95,0.55,0.35,0.1,0.643,0.257,0.1,9.3,63.6,-0.0479,0.0101,2.1
PS0606,C0034,2025-11-06,729612.74,0.55,0.35,0.1,0.441,0.459,0.1,10.9,73.9,0.102,-0.0124,2.1
PS0607,C0034,2025-12-06,724053.24,0.55,0.35,0.1,0.517,0.383,0.1,3.3,66.9,0.062,0.0001,2.1
PS0608,C0034,2026-01-05,705957.04,0.55,0.35,0.1,0.584,0.316,0.1,3.4,70.3,0.0049,-0.0319,2.1
PS0609,C0034,2026-02-04,718416.91,0.55,0.35,0.1,0.524,0.376,0.1,2.6,76.9,0.0799,0.0273,2.1
PS0610,C0034,2026-03-06,749758.9,0.55,0.35,0.1,0.526,0.374,0.1,2.4,74.2,-0.0256,0.0098,2.1
PS0611,C0034,2026-04-05,784553.53,0.55,0.35,0.1,0.532,0.368,0.1,1.8,66.6,0.1145,0.0273,2.1
PS0612,C0034,2026-05-05,769425.42,0.55,0.35,0.1,0.574,0.326,0.1,2.4,71.2,0.0139,0.0299,2.1
PS0613,C0035,2024-12-11,1042105.93,0.55,0.35,0.1,0.491,0.409,0.1,5.9,58.5,0.0789,-0.0167,7.3
PS0614,C0035,2025-01-10,1052795.62,0.55,0.35,0.1,0.535,0.365,0.1,1.5,47.9,0.0091,-0.0183,7.3
PS0615,C0035,2025-02-09,1029579.98,0.55,0.35,0.1,0.621,0.279,0.1,7.1,53.7,0.1674,0.0173,7.3
PS0616,C0035,2025-03-11,1048675.86,0.55,0.35,0.1,0.553,0.347,0.1,0.3,54.7,-0.0781,0.0199,7.3
PS0617,C0035,2025-04-10,1011896.22,0.55,0.35,0.1,0.458,0.442,0.1,9.2,65.4,0.0396,0.0199,7.3
PS0618,C0035,2025-05-10,1064099.77,0.55,0.35,0.1,0.556,0.344,0.1,0.6,57.7,-0.0096,-0.0012,7.3
PS0619,C0035,2025-06-09,1116778.16,0.55,0.35,0.1,0.501,0.399,0.1,4.9,61.6,0.1472,-0.0139,7.3
PS0620,C0035,2025-07-09,1167862.86,0.55,0.35,0.1,0.488,0.412,0.1,6.2,57.1,0.0849,0.0063,7.3
PS0621,C0035,2025-08-08,1300193.32,0.55,0.35,0.1,0.623,0.277,0.1,7.3,60.3,0.0403,0.0603,7.3
PS0622,C0035,2025-09-07,1290751.06,0.55,0.35,0.1,0.564,0.336,0.1,1.4,62.8,0.0395,0.0118,7.3
PS0623,C0035,2025-10-07,1328791.47,0.55,0.35,0.1,0.589,0.311,0.1,3.9,57.3,0.1636,0.0035,7.3
PS0624,C0035,2025-11-06,1299693.33,0.55,0.35,0.1,0.508,0.392,0.1,4.2,64.2,0.0063,0.0176,7.3
PS0625,C0035,2025-12-06,1415520.36,0.55,0.35,0.1,0.56,0.34,0.1,1.0,71.1,0.0414,-0.0181,7.3
PS0626,C0035,2026-01-05,1476987.34,0.55,0.35,0.1,0.474,0.426,0.1,7.6,74.1,-0.0093,-0.0007,7.3
PS0627,C0035,2026-02-04,1522483.75,0.55,0.35,0.1,0.542,0.358,0.1,0.8,67.4,0.1114,0.0112,7.3
PS0628,C0035,2026-03-06,1566558.21,0.55,0.35,0.1,0.461,0.439,0.1,8.9,69.8,0.0618,0.0269,7.3
PS0629,C0035,2026-04-05,1402414.34,0.55,0.35,0.1,0.452,0.448,0.1,9.8,69.8,0.0685,0.0115,7.3
PS0630,C0035,2026-05-05,1435697.66,0.55,0.35,0.1,0.597,0.303,0.1,4.7,69.3,0.1056,0.0353,7.3
PS0631,C0036,2024-12-11,739667.92,0.55,0.35,0.1,0.579,0.321,0.1,2.9,46.5,0.0389,-0.008,7.0
PS0632,C0036,2025-01-10,783640.16,0.55,0.35,0.1,0.523,0.377,0.1,2.7,48.4,0.0235,-0.0319,7.0
PS0633,C0036,2025-02-09,785740.43,0.55,0.35,0.1,0.593,0.307,0.1,4.3,51.3,0.1048,-0.0416,7.0
PS0634,C0036,2025-03-11,819564.33,0.55,0.35,0.1,0.537,0.363,0.1,1.3,48.7,0.0667,-0.0495,7.0
PS0635,C0036,2025-04-10,809112.94,0.55,0.35,0.1,0.507,0.393,0.1,4.3,58.1,-0.0628,0.0398,7.0
PS0636,C0036,2025-05-10,822134.91,0.55,0.35,0.1,0.471,0.429,0.1,7.9,53.8,0.1949,-0.0032,7.0
PS0637,C0036,2025-06-09,873607.16,0.55,0.35,0.1,0.573,0.327,0.1,2.3,59.2,0.0966,0.0209,7.0
PS0638,C0036,2025-07-09,874693.33,0.55,0.35,0.1,0.643,0.257,0.1,9.3,58.2,0.0642,0.0355,7.0
PS0639,C0036,2025-08-08,897250.6,0.55,0.35,0.1,0.565,0.335,0.1,1.5,58.4,-0.1749,0.0252,7.0
PS0640,C0036,2025-09-07,915358.62,0.55,0.35,0.1,0.602,0.298,0.1,5.2,62.2,0.1326,0.0118,7.0
PS0641,C0036,2025-10-07,894220.49,0.55,0.35,0.1,0.586,0.314,0.1,3.6,66.6,0.1514,-0.0161,7.0
PS0642,C0036,2025-11-06,914691.61,0.55,0.35,0.1,0.544,0.356,0.1,0.6,61.7,0.0496,-0.0117,7.0
PS0643,C0036,2025-12-06,928207.98,0.55,0.35,0.1,0.472,0.428,0.1,7.8,61.5,0.078,0.0077,7.0
PS0644,C0036,2026-01-05,929890.14,0.55,0.35,0.1,0.529,0.371,0.1,2.1,69.0,0.1064,0.0277,7.0
PS0645,C0036,2026-02-04,915470.45,0.55,0.35,0.1,0.538,0.362,0.1,1.2,71.6,0.0644,0.005,7.0
PS0646,C0036,2026-03-06,967973.8,0.55,0.35,0.1,0.518,0.382,0.1,3.2,73.3,0.1089,0.0194,7.0
PS0647,C0036,2026-04-05,940234.07,0.55,0.35,0.1,0.562,0.338,0.1,1.2,72.9,0.19,0.0347,7.0
PS0648,C0036,2026-05-05,940921.22,0.55,0.35,0.1,0.586,0.314,0.1,3.6,83.4,0.1214,-0.0414,7.0
PS0649,C0037,2024-12-11,361190.81,0.75,0.2,0.05,0.719,0.231,0.05,3.1,48.6,0.056,0.005,3.7
PS0650,C0037,2025-01-10,376982.26,0.75,0.2,0.05,0.716,0.234,0.05,3.4,50.5,0.1769,-0.0177,3.7
PS0651,C0037,2025-02-09,385225.09,0.75,0.2,0.05,0.791,0.159,0.05,4.1,59.4,0.1179,0.002,3.7
PS0652,C0037,2025-03-11,375820.03,0.75,0.2,0.05,0.669,0.281,0.05,8.1,55.5,0.0256,0.024,3.7
PS0653,C0037,2025-04-10,359910.58,0.75,0.2,0.05,0.647,0.303,0.05,10.3,57.7,0.0373,0.0138,3.7
PS0654,C0037,2025-05-10,358297.23,0.75,0.2,0.05,0.791,0.159,0.05,4.1,55.8,-0.0456,-0.0257,3.7
PS0655,C0037,2025-06-09,389349.76,0.75,0.2,0.05,0.644,0.306,0.05,10.6,52.1,0.2478,0.028,3.7
PS0656,C0037,2025-07-09,373346.55,0.75,0.2,0.05,0.759,0.191,0.05,0.9,62.9,-0.0638,-0.0036,3.7
PS0657,C0037,2025-08-08,405138.44,0.75,0.2,0.05,0.742,0.208,0.05,0.8,45.1,-0.0796,0.0291,3.7
PS0658,C0037,2025-09-07,406867.49,0.75,0.2,0.05,0.679,0.271,0.05,7.1,60.4,0.1041,-0.023,3.7
PS0659,C0037,2025-10-07,431273.39,0.75,0.2,0.05,0.725,0.225,0.05,2.5,68.8,0.0585,-0.0197,3.7
PS0660,C0037,2025-11-06,449771.68,0.75,0.2,0.05,0.688,0.262,0.05,6.2,66.9,-0.0842,0.0064,3.7
PS0661,C0037,2025-12-06,438213.59,0.75,0.2,0.05,0.751,0.199,0.05,0.1,70.4,-0.0391,0.0053,3.7
PS0662,C0037,2026-01-05,444327.32,0.75,0.2,0.05,0.799,0.151,0.05,4.9,65.9,0.1066,-0.0519,3.7
PS0663,C0037,2026-02-04,433916.54,0.75,0.2,0.05,0.668,0.282,0.05,8.2,67.9,-0.0015,0.028,3.7
PS0664,C0037,2026-03-06,422096.84,0.75,0.2,0.05,0.729,0.221,0.05,2.1,75.1,-0.0024,0.024,3.7
PS0665,C0037,2026-04-05,428021.19,0.75,0.2,0.05,0.718,0.232,0.05,3.2,84.5,0.0526,-0.03,3.7
PS0666,C0037,2026-05-05,453284.12,0.75,0.2,0.05,0.703,0.247,0.05,4.7,68.5,0.0595,-0.0037,3.7
PS0667,C0038,2024-12-11,215790.91,0.55,0.35,0.1,0.54,0.36,0.1,1.0,51.2,0.0792,-0.0113,6.0
PS0668,C0038,2025-01-10,211700.31,0.55,0.35,0.1,0.627,0.273,0.1,7.7,48.3,0.0874,-0.0541,6.0
PS0669,C0038,2025-02-09,197040.16,0.55,0.35,0.1,0.582,0.318,0.1,3.2,53.7,-0.0323,0.0221,6.0
PS0670,C0038,2025-03-11,192461.03,0.55,0.35,0.1,0.552,0.348,0.1,0.2,49.9,0.0815,-0.0211,6.0
PS0671,C0038,2025-04-10,191859.52,0.55,0.35,0.1,0.613,0.287,0.1,6.3,56.4,0.101,-0.0052,6.0
PS0672,C0038,2025-05-10,188172.1,0.55,0.35,0.1,0.602,0.298,0.1,5.2,51.5,-0.0108,-0.0202,6.0
PS0673,C0038,2025-06-09,190674.4,0.55,0.35,0.1,0.535,0.365,0.1,1.5,60.0,0.1191,0.0242,6.0
PS0674,C0038,2025-07-09,193420.78,0.55,0.35,0.1,0.542,0.358,0.1,0.8,58.6,0.0685,0.0186,6.0
PS0675,C0038,2025-08-08,188062.98,0.55,0.35,0.1,0.551,0.349,0.1,0.1,59.6,0.1423,0.0059,6.0
PS0676,C0038,2025-09-07,184264.11,0.55,0.35,0.1,0.542,0.358,0.1,0.8,68.2,0.0426,-0.0233,6.0
PS0677,C0038,2025-10-07,188432.36,0.55,0.35,0.1,0.612,0.288,0.1,6.2,67.5,-0.0296,0.0167,6.0
PS0678,C0038,2025-11-06,186156.28,0.55,0.35,0.1,0.626,0.274,0.1,7.6,67.4,0.0074,0.0063,6.0
PS0679,C0038,2025-12-06,181787.19,0.55,0.35,0.1,0.581,0.319,0.1,3.1,65.1,0.157,-0.0052,6.0
PS0680,C0038,2026-01-05,186393.73,0.55,0.35,0.1,0.504,0.396,0.1,4.6,77.4,0.0157,-0.0173,6.0
PS0681,C0038,2026-02-04,181908.3,0.55,0.35,0.1,0.501,0.399,0.1,4.9,82.7,0.1101,-0.0057,6.0
PS0682,C0038,2026-03-06,177871.94,0.55,0.35,0.1,0.668,0.232,0.1,11.8,76.6,0.1755,-0.0137,6.0
PS0683,C0038,2026-04-05,185750.16,0.55,0.35,0.1,0.545,0.355,0.1,0.5,78.1,-0.0406,-0.026,6.0
PS0684,C0038,2026-05-05,176259.78,0.55,0.35,0.1,0.613,0.287,0.1,6.3,81.8,0.1193,0.0263,6.0
PS0685,C0039,2024-12-11,335993.9,0.55,0.35,0.1,0.556,0.344,0.1,0.6,48.3,-0.0585,0.026,7.2
PS0686,C0039,2025-01-10,347326.24,0.55,0.35,0.1,0.608,0.292,0.1,5.8,45.7,0.1712,0.0142,7.2
PS0687,C0039,2025-02-09,350518.07,0.55,0.35,0.1,0.621,0.279,0.1,7.1,57.1,0.0475,-0.0201,7.2
PS0688,C0039,2025-03-11,352870.98,0.55,0.35,0.1,0.529,0.371,0.1,2.1,60.7,0.0058,0.0312,7.2
PS0689,C0039,2025-04-10,343583.67,0.55,0.35,0.1,0.525,0.375,0.1,2.5,60.5,0.0568,-0.0217,7.2
PS0690,C0039,2025-05-10,316371.41,0.55,0.35,0.1,0.462,0.438,0.1,8.8,66.8,-0.0927,-0.0193,7.2
PS0691,C0039,2025-06-09,315387.68,0.55,0.35,0.1,0.578,0.322,0.1,2.8,56.7,0.1058,0.0225,7.2
PS0692,C0039,2025-07-09,327917.65,0.55,0.35,0.1,0.543,0.357,0.1,0.7,61.6,0.0963,0.0181,7.2
PS0693,C0039,2025-08-08,332301.22,0.55,0.35,0.1,0.572,0.328,0.1,2.2,65.6,0.142,-0.0704,7.2
PS0694,C0039,2025-09-07,344154.72,0.55,0.35,0.1,0.519,0.381,0.1,3.1,68.8,0.0649,0.0137,7.2
PS0695,C0039,2025-10-07,333463.09,0.55,0.35,0.1,0.507,0.393,0.1,4.3,77.1,0.1802,-0.0194,7.2
PS0696,C0039,2025-11-06,327861.65,0.55,0.35,0.1,0.541,0.359,0.1,0.9,73.0,-0.0292,0.0405,7.2
PS0697,C0039,2025-12-06,328003.03,0.55,0.35,0.1,0.501,0.399,0.1,4.9,69.7,-0.1934,-0.0025,7.2
PS0698,C0039,2026-01-05,338318.11,0.55,0.35,0.1,0.559,0.341,0.1,0.9,77.6,0.0172,0.0035,7.2
PS0699,C0039,2026-02-04,344524.56,0.55,0.35,0.1,0.534,0.366,0.1,1.6,66.9,0.1538,0.0053,7.2
PS0700,C0039,2026-03-06,336765.73,0.55,0.35,0.1,0.411,0.489,0.1,13.9,76.2,0.0039,-0.0396,7.2
PS0701,C0039,2026-04-05,329651.44,0.55,0.35,0.1,0.552,0.348,0.1,0.2,78.8,0.0356,0.0324,7.2
PS0702,C0039,2026-05-05,328763.64,0.55,0.35,0.1,0.538,0.362,0.1,1.2,75.4,-0.0935,0.0313,7.2
PS0703,C0040,2024-12-11,509990.69,0.3,0.5,0.2,0.361,0.439,0.2,6.1,55.2,0.1024,0.0283,3.0
PS0704,C0040,2025-01-10,512341.77,0.3,0.5,0.2,0.329,0.471,0.2,2.9,63.5,0.0603,0.0588,3.0
PS0705,C0040,2025-02-09,527364.21,0.3,0.5,0.2,0.336,0.464,0.2,3.6,42.8,0.1344,-0.0142,3.0
PS0706,C0040,2025-03-11,569629.15,0.3,0.5,0.2,0.259,0.541,0.2,4.1,53.5,0.1073,-0.0367,3.0
PS0707,C0040,2025-04-10,564043.14,0.3,0.5,0.2,0.264,0.536,0.2,3.6,55.2,0.1017,0.0073,3.0
PS0708,C0040,2025-05-10,576382.57,0.3,0.5,0.2,0.346,0.454,0.2,4.6,53.2,0.0802,0.0057,3.0
PS0709,C0040,2025-06-09,583078.25,0.3,0.5,0.2,0.247,0.553,0.2,5.3,47.0,0.1929,0.0263,3.0
PS0710,C0040,2025-07-09,594753.53,0.3,0.5,0.2,0.282,0.518,0.2,1.8,63.6,0.13,0.0275,3.0
PS0711,C0040,2025-08-08,610511.99,0.3,0.5,0.2,0.211,0.589,0.2,8.9,61.5,0.1305,0.007,3.0
PS0712,C0040,2025-09-07,625270.03,0.3,0.5,0.2,0.416,0.384,0.2,11.6,68.6,-0.0242,0.0097,3.0
PS0713,C0040,2025-10-07,631576.85,0.3,0.5,0.2,0.301,0.499,0.2,0.1,55.7,0.2012,0.052,3.0
PS0714,C0040,2025-11-06,637006.88,0.3,0.5,0.2,0.298,0.502,0.2,0.2,65.5,0.0378,-0.0057,3.0
PS0715,C0040,2025-12-06,701469.08,0.3,0.5,0.2,0.358,0.442,0.2,5.8,70.2,0.0839,0.047,3.0
PS0716,C0040,2026-01-05,668126.04,0.3,0.5,0.2,0.316,0.484,0.2,1.6,70.6,-0.0217,-0.0453,3.0
PS0717,C0040,2026-02-04,649383.82,0.3,0.5,0.2,0.296,0.504,0.2,0.4,74.6,0.0831,-0.0094,3.0
PS0718,C0040,2026-03-06,641428.75,0.3,0.5,0.2,0.286,0.514,0.2,1.4,74.0,0.1036,0.0712,3.0
PS0719,C0040,2026-04-05,663949.72,0.3,0.5,0.2,0.327,0.473,0.2,2.7,76.5,0.0129,0.0103,3.0
PS0720,C0040,2026-05-05,689511.21,0.3,0.5,0.2,0.402,0.398,0.2,10.2,68.7,0.0707,0.0019,3.0
PS0721,C0041,2024-12-11,731516.19,0.55,0.35,0.1,0.595,0.305,0.1,4.5,45.1,-0.0993,-0.0168,3.1
PS0722,C0041,2025-01-10,719726.56,0.55,0.35,0.1,0.582,0.318,0.1,3.2,48.4,0.078,-0.0288,3.1
PS0723,C0041,2025-02-09,740723.88,0.55,0.35,0.1,0.52,0.38,0.1,3.0,59.9,0.0172,-0.0265,3.1
PS0724,C0041,2025-03-11,751730.46,0.55,0.35,0.1,0.494,0.406,0.1,5.6,52.1,0.0422,0.0357,3.1
PS0725,C0041,2025-04-10,762761.82,0.55,0.35,0.1,0.538,0.362,0.1,1.2,58.2,0.0122,0.0173,3.1
PS0726,C0041,2025-05-10,724948.61,0.55,0.35,0.1,0.413,0.487,0.1,13.7,52.6,-0.0158,0.0363,3.1
PS0727,C0041,2025-06-09,698503.65,0.55,0.35,0.1,0.556,0.344,0.1,0.6,66.5,0.0619,0.0073,3.1
PS0728,C0041,2025-07-09,728182.8,0.55,0.35,0.1,0.643,0.257,0.1,9.3,63.5,-0.0582,-0.0366,3.1
PS0729,C0041,2025-08-08,725785.94,0.55,0.35,0.1,0.612,0.288,0.1,6.2,65.9,0.0632,-0.017,3.1
PS0730,C0041,2025-09-07,699277.83,0.55,0.35,0.1,0.611,0.289,0.1,6.1,59.6,0.0567,0.0263,3.1
PS0731,C0041,2025-10-07,706675.82,0.55,0.35,0.1,0.538,0.362,0.1,1.2,58.8,0.1313,-0.0064,3.1
PS0732,C0041,2025-11-06,708593.67,0.55,0.35,0.1,0.534,0.366,0.1,1.6,63.6,-0.0099,0.0029,3.1
PS0733,C0041,2025-12-06,685219.03,0.55,0.35,0.1,0.479,0.421,0.1,7.1,68.9,0.1064,0.0,3.1
PS0734,C0041,2026-01-05,666799.86,0.55,0.35,0.1,0.549,0.351,0.1,0.1,70.1,0.0809,-0.0238,3.1
PS0735,C0041,2026-02-04,661184.26,0.55,0.35,0.1,0.589,0.311,0.1,3.9,70.2,0.037,0.0026,3.1
PS0736,C0041,2026-03-06,608464.69,0.55,0.35,0.1,0.67,0.23,0.1,12.0,70.9,0.1455,-0.0141,3.1
PS0737,C0041,2026-04-05,594614.91,0.55,0.35,0.1,0.475,0.425,0.1,7.5,78.5,0.0591,0.0065,3.1
PS0738,C0041,2026-05-05,569049.32,0.55,0.35,0.1,0.546,0.354,0.1,0.4,78.2,-0.0138,-0.0665,3.1
PS0739,C0042,2024-12-11,4316204.61,0.55,0.35,0.1,0.59,0.31,0.1,4.0,56.4,0.1279,-0.0166,2.4
PS0740,C0042,2025-01-10,4321767.6,0.55,0.35,0.1,0.546,0.354,0.1,0.4,53.2,-0.1141,0.0229,2.4
PS0741,C0042,2025-02-09,4205104.83,0.55,0.35,0.1,0.568,0.332,0.1,1.8,52.0,0.0303,0.0057,2.4
PS0742,C0042,2025-03-11,4217625.28,0.55,0.35,0.1,0.585,0.315,0.1,3.5,50.7,0.0377,-0.0203,2.4
PS0743,C0042,2025-04-10,4547726.96,0.55,0.35,0.1,0.458,0.442,0.1,9.2,60.1,0.0167,-0.0033,2.4
PS0744,C0042,2025-05-10,4522903.4,0.55,0.35,0.1,0.463,0.437,0.1,8.7,62.9,0.0514,0.0065,2.4
PS0745,C0042,2025-06-09,4595022.61,0.55,0.35,0.1,0.588,0.312,0.1,3.8,60.3,-0.0759,-0.0324,2.4
PS0746,C0042,2025-07-09,4476249.14,0.55,0.35,0.1,0.47,0.43,0.1,8.0,72.8,-0.0724,-0.0022,2.4
PS0747,C0042,2025-08-08,4488217.77,0.55,0.35,0.1,0.612,0.288,0.1,6.2,51.1,0.0844,0.0293,2.4
PS0748,C0042,2025-09-07,4570781.37,0.55,0.35,0.1,0.478,0.422,0.1,7.2,69.6,-0.0022,-0.007,2.4
PS0749,C0042,2025-10-07,4664518.48,0.55,0.35,0.1,0.569,0.331,0.1,1.9,72.3,-0.0191,0.0173,2.4
PS0750,C0042,2025-11-06,4672852.9,0.55,0.35,0.1,0.5,0.4,0.1,5.0,72.5,0.0036,-0.0263,2.4
PS0751,C0042,2025-12-06,4591580.16,0.55,0.35,0.1,0.522,0.378,0.1,2.8,74.7,0.0533,0.0018,2.4
PS0752,C0042,2026-01-05,4568059.44,0.55,0.35,0.1,0.612,0.288,0.1,6.2,75.8,0.0012,-0.0236,2.4
PS0753,C0042,2026-02-04,4906947.5,0.55,0.35,0.1,0.548,0.352,0.1,0.2,73.4,0.0396,-0.0457,2.4
PS0754,C0042,2026-03-06,4899791.92,0.55,0.35,0.1,0.552,0.348,0.1,0.2,66.3,0.2272,-0.0561,2.4
PS0755,C0042,2026-04-05,4964515.88,0.55,0.35,0.1,0.481,0.419,0.1,6.9,78.1,0.0649,0.0146,2.4
PS0756,C0042,2026-05-05,5189358.62,0.55,0.35,0.1,0.697,0.203,0.1,14.7,79.5,-0.0451,-0.0054,2.4
PS0757,C0043,2024-12-11,106926.41,0.75,0.2,0.05,0.669,0.281,0.05,8.1,50.8,0.0586,0.0525,6.5
PS0758,C0043,2025-01-10,102874.86,0.75,0.2,0.05,0.748,0.202,0.05,0.2,52.9,0.1985,-0.0248,6.5
PS0759,C0043,2025-02-09,109261.4,0.75,0.2,0.05,0.813,0.137,0.05,6.3,53.7,-0.0921,-0.0031,6.5
PS0760,C0043,2025-03-11,113548.26,0.75,0.2,0.05,0.719,0.231,0.05,3.1,53.4,-0.024,0.0389,6.5
PS0761,C0043,2025-04-10,110153.68,0.75,0.2,0.05,0.718,0.232,0.05,3.2,60.7,0.098,0.0025,6.5
PS0762,C0043,2025-05-10,105985.91,0.75,0.2,0.05,0.695,0.255,0.05,5.5,60.0,-0.0063,0.0431,6.5
PS0763,C0043,2025-06-09,112294.97,0.75,0.2,0.05,0.724,0.226,0.05,2.6,55.4,-0.0161,0.043,6.5
PS0764,C0043,2025-07-09,110982.46,0.75,0.2,0.05,0.771,0.179,0.05,2.1,59.0,0.0432,-0.0081,6.5
PS0765,C0043,2025-08-08,112127.98,0.75,0.2,0.05,0.737,0.213,0.05,1.3,56.5,0.1691,0.015,6.5
PS0766,C0043,2025-09-07,122389.52,0.75,0.2,0.05,0.645,0.305,0.05,10.5,68.3,0.1138,-0.0476,6.5
PS0767,C0043,2025-10-07,126802.07,0.75,0.2,0.05,0.756,0.194,0.05,0.6,70.1,0.1654,0.0026,6.5
PS0768,C0043,2025-11-06,130337.93,0.75,0.2,0.05,0.643,0.307,0.05,10.7,69.6,0.1124,0.0243,6.5
PS0769,C0043,2025-12-06,127869.74,0.75,0.2,0.05,0.687,0.263,0.05,6.3,68.0,0.234,-0.0393,6.5
PS0770,C0043,2026-01-05,132567.15,0.75,0.2,0.05,0.729,0.221,0.05,2.1,62.3,0.057,0.0575,6.5
PS0771,C0043,2026-02-04,136648.63,0.75,0.2,0.05,0.777,0.173,0.05,2.7,77.9,0.0138,-0.0405,6.5
PS0772,C0043,2026-03-06,133154.65,0.75,0.2,0.05,0.72,0.23,0.05,3.0,73.0,0.1308,0.0012,6.5
PS0773,C0043,2026-04-05,133011.22,0.75,0.2,0.05,0.746,0.204,0.05,0.4,71.2,-0.0009,0.0157,6.5
PS0774,C0043,2026-05-05,127066.78,0.75,0.2,0.05,0.678,0.272,0.05,7.2,81.6,0.1048,0.0581,6.5
PS0775,C0044,2024-12-11,434873.7,0.55,0.35,0.1,0.566,0.334,0.1,1.6,50.8,-0.0128,0.015,5.7
PS0776,C0044,2025-01-10,421911.3,0.55,0.35,0.1,0.445,0.455,0.1,10.5,49.2,0.1133,0.0037,5.7
PS0777,C0044,2025-02-09,420363.76,0.55,0.35,0.1,0.447,0.453,0.1,10.3,58.9,0.0807,-0.0055,5.7
PS0778,C0044,2025-03-11,421297.68,0.55,0.35,0.1,0.481,0.419,0.1,6.9,59.2,-0.0334,0.0308,5.7
PS0779,C0044,2025-04-10,446616.03,0.55,0.35,0.1,0.594,0.306,0.1,4.4,53.7,-0.0092,0.0367,5.7
PS0780,C0044,2025-05-10,416384.11,0.55,0.35,0.1,0.49,0.41,0.1,6.0,53.9,-0.0825,0.0454,5.7
PS0781,C0044,2025-06-09,427615.12,0.55,0.35,0.1,0.541,0.359,0.1,0.9,61.3,-0.0417,0.0358,5.7
PS0782,C0044,2025-07-09,404930.79,0.55,0.35,0.1,0.624,0.276,0.1,7.4,60.5,0.0271,-0.0314,5.7
