holding_id,client_id,product_type,held,start_date,review_due_date,flagged_as_gap
PH0495,C0050,estate_plan,False,,,True
PH0496,C0050,tax_wrapper_isa,True,2024-07-24,2026-07-05,False
PH0497,C0050,tax_wrapper_pension,False,,,False
PH0498,C0050,mortgage,False,,,False
PH0499,C0050,trust,True,2024-03-19,2026-10-22,False
PH0500,C0050,cash_savings,False,,,False
PH0501,C0051,equity_portfolio,False,,,False
PH0502,C0051,fixed_income,False,,,False
PH0503,C0051,insurance_life,True,2008-07-04,2026-09-06,False
PH0504,C0051,insurance_protection,False,,,True
PH0505,C0051,estate_plan,True,2018-10-21,2026-01-15,False
PH0506,C0051,tax_wrapper_isa,False,,,True
PH0507,C0051,tax_wrapper_pension,True,2024-11-18,2026-02-25,False
PH0508,C0051,mortgage,False,,,False
PH0509,C0051,trust,False,,,False
PH0510,C0051,cash_savings,False,,,False
PH0511,C0052,equity_portfolio,True,2009-10-22,2026-08-10,False
PH0512,C0052,fixed_income,True,2014-03-18,2025-12-02,False
PH0513,C0052,insurance_life,True,2010-12-04,2025-09-26,False
PH0514,C0052,insurance_protection,True,2025-02-23,2026-05-03,False
PH0515,C0052,estate_plan,True,2014-02-16,2026-04-17,False
PH0516,C0052,tax_wrapper_isa,False,,,False
PH0517,C0052,tax_wrapper_pension,True,2011-04-22,2026-04-05,False
PH0518,C0052,mortgage,False,,,False
PH0519,C0052,trust,True,2008-06-12,2025-08-15,False
PH0520,C0052,cash_savings,True,2020-01-06,2025-09-07,False
PH0521,C0053,equity_portfolio,False,,,False
PH0522,C0053,fixed_income,False,,,False
PH0523,C0053,insurance_life,True,2019-02-23,2026-10-13,False
PH0524,C0053,insurance_protection,False,,,False
PH0525,C0053,estate_plan,False,,,False
PH0526,C0053,tax_wrapper_isa,True,2022-03-28,2026-05-12,False
PH0527,C0053,tax_wrapper_pension,False,,,False
PH0528,C0053,mortgage,False,,,False
PH0529,C0053,trust,False,,,False
PH0530,C0053,cash_savings,False,,,False
PH0531,C0054,equity_portfolio,True,2025-11-21,2026-10-22,False
PH0532,C0054,fixed_income,True,2026-01-20,2025-07-14,False
PH0533,C0054,insurance_life,True,2025-11-15,2026-04-05,False
PH0534,C0054,insurance_protection,True,2026-01-18,2025-06-24,False
PH0535,C0054,estate_plan,False,,,False
PH0536,C0054,tax_wrapper_isa,True,2026-05-27,2026-05-20,False
PH0537,C0054,tax_wrapper_pension,False,,,False
PH0538,C0054,mortgage,False,,,False
PH0539,C0054,trust,False,,,False
PH0540,C0054,cash_savings,False,,,False
PH0541,C0055,equity_portfolio,True,2026-02-27,2025-12-25,False
PH0542,C0055,fixed_income,True,2026-02-09,2026-05-15,False
PH0543,C0055,insurance_life,True,2025-10-08,2025-08-29,False
PH0544,C0055,insurance_protection,True,2025-09-30,2026-02-16,False
PH0545,C0055,estate_plan,True,2025-12-12,2026-11-27,False
PH0546,C0055,tax_wrapper_isa,False,,,False
PH0547,C0055,tax_wrapper_pension,True,2026-05-14,2026-08-27,False
PH0548,C0055,mortgage,True,2026-02-19,2026-07-17,False
PH0549,C0055,trust,True,2026-01-03,2026-06-30,False
PH0550,C0055,cash_savings,True,2025-12-08,2025-07-09,False
PH0551,C0056,equity_portfolio,False,,,False
PH0552,C0056,fixed_income,False,,,False
PH0553,C0056,insurance_life,True,2025-06-02,2026-06-02,False
PH0554,C0056,insurance_protection,True,2026-04-05,2025-06-05,False
PH0555,C0056,estate_plan,False,,,False
PH0556,C0056,tax_wrapper_isa,True,2020-02-07,2025-08-11,False
PH0557,C0056,tax_wrapper_pension,False,,,False
PH0558,C0056,mortgage,True,2025-07-04,2026-09-27,False
PH0559,C0056,trust,False,,,False
PH0560,C0056,cash_savings,True,2021-07-25,2026-10-04,False
PH0561,C0057,equity_portfolio,True,2014-08-29,2025-10-14,False
PH0562,C0057,fixed_income,True,2018-04-13,2026-09-19,False
PH0563,C0057,insurance_life,True,2014-09-21,2025-09-03,False
PH0564,C0057,insurance_protection,True,2025-01-03,2026-07-06,False
PH0565,C0057,estate_plan,False,,,False
PH0566,C0057,tax_wrapper_isa,True,2010-03-08,2026-11-06,False
PH0567,C0057,tax_wrapper_pension,True,2025-12-30,2025-11-30,False
PH0568,C0057,mortgage,True,2015-06-23,2025-12-24,False
PH0569,C0057,trust,False,,,False
PH0570,C0057,cash_savings,False,,,False
PH0571,C0058,equity_portfolio,True,2026-05-04,2026-04-12,False
PH0572,C0058,fixed_income,False,,,False
PH0573,C0058,insurance_life,False,,,False
PH0574,C0058,insurance_protection,True,2023-08-29,2026-02-14,False
PH0575,C0058,estate_plan,True,2024-04-04,2025-11-19,False
PH0576,C0058,tax_wrapper_isa,False,,,False
PH0577,C0058,tax_wrapper_pension,True,2023-08-08,2026-04-13,False
PH0578,C0058,mortgage,False,,,False
PH0579,C0058,trust,False,,,False
PH0580,C0058,cash_savings,True,2025-01-31,2026-03-26,False
PH0581,C0059,equity_portfolio,True,2019-11-17,2026-07-14,False
PH0582,C0059,fixed_income,False,,,False
PH0583,C0059,insurance_life,False,,,False
PH0584,C0059,insurance_protection,True,2020-06-23,2025-07-01,False
PH0585,C0059,estate_plan,False,,,False
PH0586,C0059,tax_wrapper_isa,False,,,False
PH0587,C0059,tax_wrapper_pension,True,2011-05-16,2026-06-30,False
PH0588,C0059,mortgage,True,2023-02-07,2025-09-09,False
PH0589,C0059,trust,True,2013-10-25,2026-11-20,False
PH0590,C0059,cash_savings,False,,,False
PH0591,C0060,equity_portfolio,True,2025-08-03,2026-05-17,False
PH0592,C0060,fixed_income,False,,,False
PH0593,C0060,insurance_life,True,2015-08-12,2026-07-10,False
PH0594,C0060,insurance_protection,True,2021-11-18,2026-08-31,False
PH0595,C0060,estate_plan,True,2018-03-18,2025-07-22,False
PH0596,C0060,tax_wrapper_isa,True,2015-02-05,2025-08-02,False
PH0597,C0060,tax_wrapper_pension,True,2014-05-29,2025-09-23,False
PH0598,C0060,mortgage,True,2023-12-23,2026-08-04,False
PH0599,C0060,trust,True,2011-11-29,2026-08-10,False
PH0600,C0060,cash_savings,True,2017-04-18,2025-07-30,False
PH0601,C0061,equity_portfolio,True,2023-10-17,2026-02-11,False
PH0602,C0061,fixed_income,True,2026-02-27,2025-07-01,False
PH0603,C0061,insurance_life,True,2023-11-03,2026-09-21,False
PH0604,C0061,insurance_protection,False,,,False
PH0605,C0061,estate_plan,False,,,True
PH0606,C0061,tax_wrapper_isa,True,2024-02-17,2026-01-13,False
PH0607,C0061,tax_wrapper_pension,True,2023-05-08,2026-10-09,False
PH0608,C0061,mortgage,False,,,False
PH0609,C0061,trust,True,2023-09-20,2026-10-06,False
PH0610,C0061,cash_savings,True,2026-03-05,2026-01-19,False
PH0611,C0062,equity_portfolio,True,2025-06-05,2025-12-10,False
PH0612,C0062,fixed_income,True,2023-09-18,2026-02-22,False
PH0613,C0062,insurance_life,True,2025-08-02,2026-04-19,False
PH0614,C0062,insurance_protection,False,,,False
PH0615,C0062,estate_plan,True,2025-09-30,2026-10-20,False
PH0616,C0062,tax_wrapper_isa,False,,,False
PH0617,C0062,tax_wrapper_pension,False,,,False
PH0618,C0062,mortgage,True,2025-07-22,2025-10-30,False
PH0619,C0062,trust,True,2023-04-27,2025-11-14,False
PH0620,C0062,cash_savings,True,2025-12-30,2026-09-19,False
PH0621,C0063,equity_portfolio,False,,,False
PH0622,C0063,fixed_income,False,,,False
PH0623,C0063,insurance_life,False,,,False
PH0624,C0063,insurance_protection,False,,,False
PH0625,C0063,estate_plan,False,,,False
PH0626,C0063,tax_wrapper_isa,False,,,False
PH0627,C0063,tax_wrapper_pension,True,2024-11-21,2025-10-06,False
PH0628,C0063,mortgage,True,2023-07-01,2026-05-25,False
PH0629,C0063,trust,False,,,False
PH0630,C0063,cash_savings,True,2020-12-26,2026-04-01,False
PH0631,C0064,equity_portfolio,False,,,False
PH0632,C0064,fixed_income,True,2018-12-05,2025-12-13,False
PH0633,C0064,insurance_life,True,2026-01-30,2026-11-19,False
PH0634,C0064,insurance_protection,False,,,False
PH0635,C0064,estate_plan,True,2009-12-11,2025-07-04,False
PH0636,C0064,tax_wrapper_isa,True,2011-12-02,2026-03-13,False
PH0637,C0064,tax_wrapper_pension,True,2017-01-07,2026-05-25,False
PH0638,C0064,mortgage,False,,,False
PH0639,C0064,trust,True,2022-06-11,2026-08-07,False
PH0640,C0064,cash_savings,False,,,False
PH0641,C0065,equity_portfolio,True,2017-03-22,2025-06-30,False
PH0642,C0065,fixed_income,True,2015-08-15,2026-06-02,False
PH0643,C0065,insurance_life,False,,,True
PH0644,C0065,insurance_protection,False,,,False
PH0645,C0065,estate_plan,False,,,False
PH0646,C0065,tax_wrapper_isa,True,2023-12-23,2025-06-11,False
PH0647,C0065,tax_wrapper_pension,True,2026-03-03,2026-06-23,False
PH0648,C0065,mortgage,False,,,False
PH0649,C0065,trust,False,,,False
PH0650,C0065,cash_savings,False,,,False
PH0651,C0066,equity_portfolio,True,2022-03-19,2025-12-18,False
PH0652,C0066,fixed_income,True,2025-01-15,2025-07-05,False
PH0653,C0066,insurance_life,True,2022-04-07,2025-08-16,False
PH0654,C0066,insurance_protection,True,2024-10-28,2026-05-08,False
PH0655,C0066,estate_plan,False,,,True
PH0656,C0066,tax_wrapper_isa,False,,,False
PH0657,C0066,tax_wrapper_pension,True,2022-01-23,2026-06-13,False
PH0658,C0066,mortgage,False,,,False
PH0659,C0066,trust,True,2026-02-16,2025-06-23,False
PH0660,C0066,cash_savings,True,2025-08-22,2026-08-03,False
PH0661,C0067,equity_portfolio,True,2018-07-03,2026-06-01,False
PH0662,C0067,fixed_income,False,,,False
PH0663,C0067,insurance_life,False,,,True
PH0664,C0067,insurance_protection,False,,,False
PH0665,C0067,estate_plan,True,2025-03-13,2025-07-14,False
PH0666,C0067,tax_wrapper_isa,True,2024-09-13,2026-04-23,False
PH0667,C0067,tax_wrapper_pension,False,,,False
PH0668,C0067,mortgage,False,,,False
PH0669,C0067,trust,False,,,False
PH0670,C0067,cash_savings,False,,,False
PH0671,C0068,equity_portfolio,False,,,False
PH0672,C0068,fixed_income,False,,,False
PH0673,C0068,insurance_life,True,2025-03-09,2026-11-11,False
PH0674,C0068,insurance_protection,True,2024-07-06,2025-11-11,False
PH0675,C0068,estate_plan,False,,,False
PH0676,C0068,tax_wrapper_isa,True,2025-06-03,2026-11-01,False
PH0677,C0068,tax_wrapper_pension,True,2026-06-01,2026-11-25,False
PH0678,C0068,mortgage,True,2024-04-26,2025-11-17,False
PH0679,C0068,trust,False,,,False
PH0680,C0068,cash_savings,True,2024-12-30,2025-07-31,False
PH0681,C0069,equity_portfolio,True,2009-12-11,2026-07-30,False
PH0682,C0069,fixed_income,False,,,False
PH0683,C0069,insurance_life,False,,,False
PH0684,C0069,insurance_protection,False,,,True
PH0685,C0069,estate_plan,False,,,True
PH0686,C0069,tax_wrapper_isa,False,,,False
PH0687,C0069,tax_wrapper_pension,False,,,False
PH0688,C0069,mortgage,False,,,False
PH0689,C0069,trust,True,2018-11-19,2026-07-12,False
PH0690,C0069,cash_savings,False,,,False
PH0691,C0070,equity_portfolio,False,,,False
PH0692,C0070,fixed_income,False,,,False
PH0693,C0070,insurance_life,True,2012-10-02,2026-10-10,False
PH0694,C0070,insurance_protection,True,2018-11-02,2026-02-23,False
PH0695,C0070,estate_plan,False,,,False
PH0696,C0070,tax_wrapper_isa,True,2014-11-07,2026-07-02,False
PH0697,C0070,tax_wrapper_pension,True,2012-03-06,2026-04-23,False
PH0698,C0070,mortgage,True,2015-07-30,2026-01-17,False
PH0699,C0070,trust,False,,,False
PH0700,C0070,cash_savings,True,2024-12-21,2026-04-12,False
PH0701,C0071,equity_portfolio,True,2018-08-20,2026-03-20,False
PH0702,C0071,fixed_income,False,,,False
PH0703,C0071,insurance_life,True,2017-01-06,2026-01-28,False
PH0704,C0071,insurance_protection,True,2018-01-07,2026-08-18,False
PH0705,C0071,estate_plan,False,,,False
PH0706,C0071,tax_wrapper_isa,False,,,False
PH0707,C0071,tax_wrapper_pension,True,2020-04-03,2026-07-14,False
PH0708,C0071,mortgage,False,,,False
PH0709,C0071,trust,False,,,False
PH0710,C0071,cash_savings,True,2025-01-13,2026-05-06,False
PH0711,C0072,equity_portfolio,False,,,False
PH0712,C0072,fixed_income,False,,,False
PH0713,C0072,insurance_life,False,,,False
PH0714,C0072,insurance_protection,False,,,False
PH0715,C0072,estate_plan,False,,,False
PH0716,C0072,tax_wrapper_isa,False,,,True
PH0717,C0072,tax_wrapper_pension,False,,,False
PH0718,C0072,mortgage,False,,,False
PH0719,C0072,trust,False,,,False
PH0720,C0072,cash_savings,False,,,False
PH0721,C0073,equity_portfolio,False,,,False
PH0722,C0073,fixed_income,True,2023-11-03,2025-11-12,False
PH0723,C0073,insurance_life,False,,,False
PH0724,C0073,insurance_protection,False,,,False
PH0725,C0073,estate_plan,True,2024-10-10,2026-09-29,False
PH0726,C0073,tax_wrapper_isa,True,2022-10-21,2026-03-30,False
PH0727,C0073,tax_wrapper_pension,False,,,False
PH0728,C0073,mortgage,False,,,False
PH0729,C0073,trust,True,2024-06-10,2026-10-26,False
PH0730,C0073,cash_savings,False,,,False
PH0731,C0074,equity_portfolio,True,2025-10-16,2025-12-28,False
PH0732,C0074,fixed_income,True,2025-01-07,2026-04-12,False
PH0733,C0074,insurance_life,True,2024-05-29,2025-11-07,False
PH0734,C0074,insurance_protection,True,2023-07-03,2026-06-19,False
PH0735,C0074,estate_plan,True,2023-10-02,2026-03-03,False
PH0736,C0074,tax_wrapper_isa,True,2024-12-23,2026-04-02,False
PH0737,C0074,tax_wrapper_pension,True,2022-10-07,2025-06-27,False
PH0738,C0074,mortgage,True,2026-02-01,2026-03-11,False
PH0739,C0074,trust,True,2023-08-19,2026-06-21,False
PH0740,C0074,cash_savings,True,2024-03-11,2026-05-25,False
PH0741,C0075,equity_portfolio,False,,,False
PH0742,C0075,fixed_income,False,,,False
PH0743,C0075,insurance_life,False,,,False
PH0744,C0075,insurance_protection,False,,,True
PH0745,C0075,estate_plan,False,,,False
PH0746,C0075,tax_wrapper_isa,True,2025-01-05,2026-09-09,False
PH0747,C0075,tax_wrapper_pension,True,2025-06-29,2026-09-27,False
PH0748,C0075,mortgage,True,2025-04-23,2025-08-25,False
PH0749,C0075,trust,False,,,False
PH0750,C0075,cash_savings,True,2024-05-08,2025-06-25,False
PH0751,C0076,equity_portfolio,True,2022-01-26,2025-11-16,False
PH0752,C0076,fixed_income,False,,,False
PH0753,C0076,insurance_life,False,,,True
PH0754,C0076,insurance_protection,True,2020-07-16,2026-07-12,False
PH0755,C0076,estate_plan,True,2022-09-18,2026-10-28,False
PH0756,C0076,tax_wrapper_isa,True,2026-01-03,2026-09-08,False
PH0757,C0076,tax_wrapper_pension,True,2024-09-23,2026-07-01,False
PH0758,C0076,mortgage,True,2024-02-10,2026-04-02,False
PH0759,C0076,trust,False,,,False
PH0760,C0076,cash_savings,True,2025-07-05,2025-08-25,False
PH0761,C0077,equity_portfolio,False,,,False
PH0762,C0077,fixed_income,True,2023-01-27,2026-03-03,False
PH0763,C0077,insurance_life,True,2025-05-17,2025-09-22,False
PH0764,C0077,insurance_protection,False,,,False
PH0765,C0077,estate_plan,False,,,False
PH0766,C0077,tax_wrapper_isa,True,2024-05-21,2025-09-28,False
PH0767,C0077,tax_wrapper_pension,True,2025-12-21,2026-04-23,False
PH0768,C0077,mortgage,True,2022-12-22,2026-03-20,False
PH0769,C0077,trust,False,,,False
PH0770,C0077,cash_savings,True,2021-02-01,2025-11-07,False
PH0771,C0078,equity_portfolio,True,2025-12-03,2025-09-15,False
PH0772,C0078,fixed_income,False,,,False
PH0773,C0078,insurance_life,False,,,False
PH0774,C0078,insurance_protection,False,,,False
PH0775,C0078,estate_plan,True,2024-12-14,2026-08-07,False
PH0776,C0078,tax_wrapper_isa,False,,,True
PH0777,C0078,tax_wrapper_pension,False,,,False
PH0778,C0078,mortgage,False,,,False
PH0779,C0078,trust,True,2023-12-19,2026-01-09,False
PH0780,C0078,cash_savings,True,2023-08-16,2026-06-27,False
PH0781,C0079,equity_portfolio,False,,,False
PH0782,C0079,fixed_income,False,,,False
PH0783,C0079,insurance_life,True,2017-04-19,2026-07-31,False
PH0784,C0079,insurance_protection,False,,,True
PH0785,C0079,estate_plan,False,,,False
PH0786,C0079,tax_wrapper_isa,False,,,False
PH0787,C0079,tax_wrapper_pension,False,,,False
PH0788,C0079,mortgage,False,,,False
PH0789,C0079,trust,True,2015-03-29,2026-09-06,False
PH0790,C0079,cash_savings,True,2014-12-04,2025-10-05,False
PH0791,C0080,equity_portfolio,False,,,False
PH0792,C0080,fixed_income,False,,,False
PH0793,C0080,insurance_life,False,,,False
PH0794,C0080,insurance_protection,False,,,True
PH0795,C0080,estate_plan,False,,,False
PH0796,C0080,tax_wrapper_isa,True,2023-06-21,2026-01-06,False
PH0797,C0080,tax_wrapper_pension,False,,,False
PH0798,C0080,mortgage,False,,,False
PH0799,C0080,trust,False,,,False
PH0800,C0080,cash_savings,True,2020-07-13,2026-03-30,False
PH0801,C0081,equity_portfolio,True,2026-06-03,2026-06-30,False
PH0802,C0081,fixed_income,True,2025-05-12,2026-10-16,False
PH0803,C0081,insurance_life,False,,,False
PH0804,C0081,insurance_protection,True,2025-04-29,2026-08-19,False
PH0805,C0081,estate_plan,True,2026-04-11,2026-07-11,False
PH0806,C0081,tax_wrapper_isa,True,2025-07-22,2026-05-09,False
PH0807,C0081,tax_wrapper_pension,False,,,False
PH0808,C0081,mortgage,True,2025-09-09,2026-05-05,False
PH0809,C0081,trust,True,2026-04-19,2026-11-07,False
PH0810,C0081,cash_savings,False,,,False
PH0811,C0082,equity_portfolio,True,2026-02-03,2025-12-07,False
PH0812,C0082,fixed_income,True,2025-10-19,2025-07-27,False
PH0813,C0082,insurance_life,True,2026-03-01,2026-05-24,False
PH0814,C0082,insurance_protection,False,,,False
PH0815,C0082,estate_plan,True,2026-04-17,2026-09-09,False
PH0816,C0082,tax_wrapper_isa,True,2025-10-14,2026-04-04,False
PH0817,C0082,tax_wrapper_pension,True,2025-09-13,2025-08-27,False
PH0818,C0082,mortgage,True,2025-08-17,2026-01-05,False
PH0819,C0082,trust,True,2025-10-28,2025-06-05,False
PH0820,C0082,cash_savings,False,,,False
PH0821,C0083,equity_portfolio,False,,,False
PH0822,C0083,fixed_income,False,,,False
PH0823,C0083,insurance_life,False,,,False
PH0824,C0083,insurance_protection,True,2024-09-23,2025-07-02,False
PH0825,C0083,estate_plan,True,2025-12-27,2026-08-17,False
PH0826,C0083,tax_wrapper_isa,False,,,False
PH0827,C0083,tax_wrapper_pension,False,,,False
PH0828,C0083,mortgage,True,2025-08-21,2025-10-05,False
PH0829,C0083,trust,False,,,False
PH0830,C0083,cash_savings,False,,,False
PH0831,C0084,equity_portfolio,True,2015-01-15,2026-08-22,False
PH0832,C0084,fixed_income,True,2016-07-10,2026-01-30,False
PH0833,C0084,insurance_life,True,2021-12-20,2026-05-21,False
PH0834,C0084,insurance_protection,False,,,False
PH0835,C0084,estate_plan,False,,,False
PH0836,C0084,tax_wrapper_isa,True,2025-04-30,2025-06-06,False
PH0837,C0084,tax_wrapper_pension,False,,,False
PH0838,C0084,mortgage,False,,,False
PH0839,C0084,trust,False,,,False
PH0840,C0084,cash_savings,True,2022-07-17,2026-06-05,False
PH0841,C0085,equity_portfolio,False,,,False
PH0842,C0085,fixed_income,False,,,False
PH0843,C0085,insurance_life,False,,,True
PH0844,C0085,insurance_protection,True,2007-11-28,2025-11-22,False
PH0845,C0085,estate_plan,False,,,False
PH0846,C0085,tax_wrapper_isa,True,2026-03-27,2025-07-13,False
PH0847,C0085,tax_wrapper_pension,True,2023-08-10,2025-08-07,False
PH0848,C0085,mortgage,False,,,False
PH0849,C0085,trust,True,2009-07-26,2025-06-25,False
PH0850,C0085,cash_savings,False,,,False
PH0851,C0086,equity_portfolio,False,,,False
PH0852,C0086,fixed_income,False,,,False
PH0853,C0086,insurance_life,False,,,False
PH0854,C0086,insurance_protection,False,,,False
PH0855,C0086,estate_plan,True,2025-06-20,2026-04-01,False
PH0856,C0086,tax_wrapper_isa,False,,,True
PH0857,C0086,tax_wrapper_pension,True,2024-12-10,2025-10-30,False
PH0858,C0086,mortgage,False,,,False
PH0859,C0086,trust,False,,,False
PH0860,C0086,cash_savings,True,2026-03-28,2026-04-09,False
PH0861,C0087,equity_portfolio,False,,,False
PH0862,C0087,fixed_income,True,2024-04-28,2025-09-27,False
PH0863,C0087,insurance_life,True,2025-05-06,2026-06-16,False
PH0864,C0087,insurance_protection,True,2024-11-20,2025-09-03,False
PH0865,C0087,estate_plan,False,,,False
PH0866,C0087,tax_wrapper_isa,True,2023-10-08,2025-09-01,False
PH0867,C0087,tax_wrapper_pension,True,2024-01-18,2025-12-05,False
PH0868,C0087,mortgage,True,2022-10-13,2025-09-29,False
PH0869,C0087,trust,False,,,False
PH0870,C0087,cash_savings,False,,,False
PH0871,C0088,equity_portfolio,True,2025-11-13,2026-07-02,False
PH0872,C0088,fixed_income,True,2025-08-11,2025-12-19,False
PH0873,C0088,insurance_life,True,2021-11-25,2026-07-10,False
PH0874,C0088,insurance_protection,True,2025-11-03,2026-10-31,False
PH0875,C0088,estate_plan,False,,,False
PH0876,C0088,tax_wrapper_isa,False,,,False
PH0877,C0088,tax_wrapper_pension,True,2023-12-30,2025-07-08,False
PH0878,C0088,mortgage,False,,,False
PH0879,C0088,trust,False,,,False
PH0880,C0088,cash_savings,True,2021-12-20,2026-01-19,False
PH0881,C0089,equity_portfolio,False,,,False
PH0882,C0089,fixed_income,False,,,False
PH0883,C0089,insurance_life,False,,,False
PH0884,C0089,insurance_protection,True,2022-09-23,2026-03-08,False
PH0885,C0089,estate_plan,False,,,False
PH0886,C0089,tax_wrapper_isa,False,,,True
PH0887,C0089,tax_wrapper_pension,False,,,False
PH0888,C0089,mortgage,False,,,False
PH0889,C0089,trust,False,,,False
PH0890,C0089,cash_savings,True,2023-12-27,2025-06-14,False
PH0891,C0090,equity_portfolio,True,2022-09-17,2025-09-01,False
PH0892,C0090,fixed_income,False,,,False
PH0893,C0090,insurance_life,True,2022-11-14,2026-05-28,False
PH0894,C0090,insurance_protection,True,2023-10-20,2025-09-25,False
PH0895,C0090,estate_plan,True,2025-08-11,2026-08-27,False
PH0896,C0090,tax_wrapper_isa,False,,,True
PH0897,C0090,tax_wrapper_pension,True,2023-07-27,2025-12-11,False
PH0898,C0090,mortgage,True,2023-05-28,2026-11-08,False
PH0899,C0090,trust,True,2024-05-28,2025-06-28,False
PH0900,C0090,cash_savings,False,,,False
PH0901,C0091,equity_portfolio,False,,,False
PH0902,C0091,fixed_income,True,2022-09-22,2025-07-29,False
PH0903,C0091,insurance_life,True,2025-10-26,2026-06-01,False
PH0904,C0091,insurance_protection,True,2025-04-13,2025-12-12,False
PH0905,C0091,estate_plan,True,2023-07-05,2025-12-03,False
PH0906,C0091,tax_wrapper_isa,True,2023-07-19,2026-02-19,False
PH0907,C0091,tax_wrapper_pension,True,2023-07-03,2025-07-02,False
PH0908,C0091,mortgage,True,2024-04-08,2026-08-20,False
PH0909,C0091,trust,False,,,False
PH0910,C0091,cash_savings,False,,,False
PH0911,C0092,equity_portfolio,False,,,False
PH0912,C0092,fixed_income,False,,,False
PH0913,C0092,insurance_life,True,2011-10-22,2025-10-19,False
PH0914,C0092,insurance_protection,True,2022-03-10,2026-10-19,False
PH0915,C0092,estate_plan,False,,,False
PH0916,C0092,tax_wrapper_isa,False,,,True
PH0917,C0092,tax_wrapper_pension,True,2010-05-31,2025-12-13,False
PH0918,C0092,mortgage,False,,,False
PH0919,C0092,trust,False,,,False
PH0920,C0092,cash_savings,True,2016-07-03,2025-10-03,False
PH0921,C0093,equity_portfolio,True,2024-02-14,2025-08-19,False
PH0922,C0093,fixed_income,False,,,False
PH0923,C0093,insurance_life,False,,,True
PH0924,C0093,insurance_protection,True,2025-09-09,2025-08-05,False
PH0925,C0093,estate_plan,False,,,False
PH0926,C0093,tax_wrapper_isa,True,2024-02-13,2025-07-30,False
PH0927,C0093,tax_wrapper_pension,True,2023-09-26,2026-08-01,False
PH0928,C0093,mortgage,True,2026-04-22,2026-09-09,False
PH0929,C0093,trust,False,,,False
PH0930,C0093,cash_savings,True,2025-01-05,2025-09-25,False
PH0931,C0094,equity_portfolio,True,2022-04-13,2026-11-16,False
PH0932,C0094,fixed_income,False,,,False
PH0933,C0094,insurance_life,True,2022-02-15,2025-11-04,False
PH0934,C0094,insurance_protection,False,,,True
PH0935,C0094,estate_plan,True,2026-01-08,2026-06-05,False
PH0936,C0094,tax_wrapper_isa,True,2025-03-19,2026-01-18,False
PH0937,C0094,tax_wrapper_pension,True,2024-03-19,2026-06-22,False
PH0938,C0094,mortgage,False,,,False
PH0939,C0094,trust,False,,,False
PH0940,C0094,cash_savings,True,2025-02-08,2025-12-12,False
PH0941,C0095,equity_portfolio,False,,,False
PH0942,C0095,fixed_income,True,2017-10-03,2025-06-05,False
PH0943,C0095,insurance_life,False,,,False
PH0944,C0095,insurance_protection,False,,,False
PH0945,C0095,estate_plan,False,,,False
PH0946,C0095,tax_wrapper_isa,False,,,False
PH0947,C0095,tax_wrapper_pension,True,2015-10-16,2026-08-26,False
PH0948,C0095,mortgage,True,2016-02-27,2026-01-23,False
PH0949,C0095,trust,True,2018-04-17,2026-08-19,False
PH0950,C0095,cash_savings,False,,,False
PH0951,C0096,equity_portfolio,True,2024-03-08,2026-07-04,False
PH0952,C0096,fixed_income,False,,,False
PH0953,C0096,insurance_life,True,2026-03-20,2026-10-26,False
PH0954,C0096,insurance_protection,True,2024-05-01,2026-03-30,False
PH0955,C0096,estate_plan,True,2026-02-16,2025-11-20,False
PH0956,C0096,tax_wrapper_isa,True,2024-03-13,2025-06-20,False
PH0957,C0096,tax_wrapper_pension,True,2023-12-18,2026-01-01,False
PH0958,C0096,mortgage,False,,,False
PH0959,C0096,trust,True,2026-02-15,2025-08-31,False
PH0960,C0096,cash_savings,True,2024-07-23,2025-10-07,False
PH0961,C0097,equity_portfolio,False,,,False
PH0962,C0097,fixed_income,True,2019-05-10,2025-08-11,False
PH0963,C0097,insurance_life,False,,,False
PH0964,C0097,insurance_protection,True,2015-08-29,2025-08-13,False
PH0965,C0097,estate_plan,False,,,False
PH0966,C0097,tax_wrapper_isa,False,,,True
PH0967,C0097,tax_wrapper_pension,True,2018-10-26,2025-08-24,False
PH0968,C0097,mortgage,True,2024-01-04,2025-10-28,False
PH0969,C0097,trust,False,,,False
PH0970,C0097,cash_savings,False,,,False
PH0971,C0098,equity_portfolio,False,,,False
PH0972,C0098,fixed_income,False,,,False
PH0973,C0098,insurance_life,False,,,True
PH0974,C0098,insurance_protection,False,,,False
PH0975,C0098,estate_plan,False,,,True
PH0976,C0098,tax_wrapper_isa,True,2016-08-02,2026-01-27,False
PH0977,C0098,tax_wrapper_pension,True,2022-05-20,2026-11-02,False
PH0978,C0098,mortgage,False,,,False
PH0979,C0098,trust,False,,,False
PH0980,C0098,cash_savings,True,2024-04-16,2026-09-16,False
PH0981,C0099,equity_portfolio,False,,,False
PH0982,C0099,fixed_income,True,2024-04-14,2026-09-18,False
PH0983,C0099,insurance_life,False,,,False
PH0984,C0099,insurance_protection,False,,,False
PH0985,C0099,estate_plan,False,,,False
PH0986,C0099,tax_wrapper_isa,False,,,True
PH0987,C0099,tax_wrapper_pension,True,2024-11-06,2025-08-10,False
PH0988,C0099,mortgage,True,2022-02-07,2026-04-30,False
PH0989,C0099,trust,False,,,False
PH0990,C0099,cash_savings,False,,,False
PH0991,C0100,equity_portfolio,True,2024-05-23,2026-02-26,False
PH0992,C0100,fixed_income,True,2022-12-26,2025-10-06,False
