goal_id,client_id,goal_type,target_amount,current_progress_pct,target_date,on_track,last_reviewed_date,priority_rank,years_to_target
G0318,C0136,Estate / legacy,1406000.0,62.5,2039-06-01,True,2026-03-15,2,13
G0319,C0136,Property purchase,1482000.0,46.4,2031-06-03,False,2026-01-15,3,5
G0320,C0136,Charitable giving,3311000.0,82.7,2045-05-30,True,2026-04-25,4,19
G0321,C0137,Estate / legacy,5405000.0,84.5,2041-05-31,True,2026-05-11,1,15
G0322,C0137,Business exit,4602000.0,84.8,2030-06-03,True,2026-05-17,2,4
G0323,C0137,Charitable giving,4670000.0,59.4,2042-05-31,True,2026-03-22,3,16
G0324,C0137,Education funding,2438000.0,73.8,2028-06-03,True,2026-04-11,4,2
G0325,C0137,Income protection,4260000.0,24.1,2045-05-30,False,2025-12-29,5,19
G0326,C0138,Estate / legacy,70000.0,22.0,2030-06-03,False,2026-01-13,1,4
G0327,C0138,Property purchase,294000.0,34.8,2046-05-30,True,2026-03-15,2,20
G0328,C0138,Business exit,96000.0,48.9,2031-06-03,True,2026-01-16,3,5
G0329,C0139,Retirement income,7721000.0,82.5,2027-06-04,True,2026-04-14,1,1
G0330,C0139,Income protection,8459000.0,41.7,2028-06-03,False,2026-03-22,2,2
G0331,C0139,Education funding,3097000.0,59.5,2039-06-01,True,2026-03-11,3,13
G0332,C0139,Estate / legacy,3295000.0,65.0,2044-05-30,True,2026-03-01,4,18
G0333,C0140,Retirement income,1483000.0,21.0,2027-06-04,False,2026-02-10,1,1
G0334,C0140,Estate / legacy,1502000.0,53.6,2029-06-03,False,2025-12-11,2,3
G0335,C0140,Charitable giving,1166000.0,77.5,2042-05-31,True,2026-02-28,3,16
G0336,C0141,Property purchase,239000.0,81.0,2035-06-02,True,2026-04-18,1,9
G0337,C0142,Property purchase,392000.0,67.5,2031-06-03,False,2026-02-26,1,5
G0338,C0142,Income protection,1058000.0,67.8,2029-06-03,False,2025-12-24,2,3
G0339,C0143,Retirement income,1113000.0,21.1,2040-05-31,True,2026-01-11,1,14
G0340,C0144,Education funding,148000.0,33.9,2038-06-01,True,2025-12-12,1,12
G0341,C0145,Education funding,84000.0,25.8,2042-05-31,False,2026-03-10,1,16
G0342,C0145,Business exit,195000.0,85.7,2029-06-03,True,2026-04-20,2,3
G0343,C0146,Retirement income,622000.0,79.7,2042-05-31,True,2026-02-11,1,16
G0344,C0147,Estate / legacy,291000.0,43.9,2031-06-03,False,2026-02-15,1,5
G0345,C0148,Income protection,3243000.0,27.9,2037-06-01,False,2026-05-20,1,11
G0346,C0148,Charitable giving,3187000.0,78.8,2044-05-30,True,2026-03-04,2,18
G0347,C0148,Emergency fund,2648000.0,40.0,2038-06-01,True,2026-03-23,3,12
G0348,C0149,Estate / legacy,605000.0,36.1,2035-06-02,True,2026-02-13,1,9
G0349,C0149,Emergency fund,644000.0,81.6,2028-06-03,True,2026-05-25,2,2
G0350,C0149,Charitable giving,1246000.0,25.7,2038-06-01,True,2026-01-05,3,12
G0351,C0150,Income protection,37294000.0,36.5,2044-05-30,True,2025-12-06,1,18
G0352,C0150,Emergency fund,8703000.0,30.6,2041-05-31,True,2026-04-22,2,15
G0353,C0150,Charitable giving,28923000.0,61.8,2029-06-03,True,2026-05-07,3,3
G0354,C0150,Estate / legacy,36615000.0,65.8,2030-06-03,True,2026-02-08,4,4
